fecha,empresa,close_last,close_vwap,volume_shares_day,turnover_value_day,n_trades_day,ret_lag_1,ret_lag_2,ret_lag_3,mom_3,mom_5,mom_10,vol_5,vol_10,regime_vol_ratio,ma_5,ma_10,ma_gap,price_vs_ma10,rsi_14,turnover_log1p,volume_log1p,avg_trade_size_log1p,amihud_5,days_since_trade,ret_fwd_h1,ret_fwd_h5,ret_fwd_h20,target_up_h1,target_up_h5,target_up_h20,target_up_h20_thr003
2019-03-15,BANCO GUAYAQUIL S.A.,1.0,1.0,80000.0,80000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03045920748470865,0.0,0.009632047137532768,0.0,1.0,1.0,0.0,-1.000088900582341e-12,49.99999999508991,11.289794413577894,11.289794413577894,11.289794413576894,0.0,1.0,0.0,-0.05129329438755058,-0.040821994520255166,0.0,0.0,0.0,0.0
2019-03-29,BANCO GUAYAQUIL S.A.,1.0,1.0,24419.0,24419.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.000088900582341e-12,49.99999999508991,10.103157747664696,10.103157747664696,8.716986229121947,0.0,14.0,0.0,0.0,-0.05129329438755058,0.0,0.0,0.0,0.0
2019-04-01,BANCO GUAYAQUIL S.A.,1.0,1.0,9500.0,9500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.000088900582341e-12,70.06183909883995,9.15915233520675,9.15915233520675,9.15915233520575,0.0,3.0,0.0,-0.05129329438755058,-0.040821994520255166,0.0,0.0,0.0,0.0
2019-04-02,BANCO GUAYAQUIL S.A.,1.0,1.0,1000.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.000088900582341e-12,49.99999998850929,6.90875477931522,6.90875477931522,6.908754779314221,0.0,1.0,-0.05129329438755058,0.0,-0.040821994520255166,0.0,0.0,0.0,0.0
2019-04-05,BANCO GUAYAQUIL S.A.,0.95,0.95,7000.0,6650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.000088900582341e-12,99.99999995403688,8.802522498284421,8.853808274977197,8.853808274976197,0.0,3.0,0.0,0.010471299867295437,0.0,0.0,1.0,0.0,
2019-04-08,BANCO GUAYAQUIL S.A.,0.95,0.9514563106796117,10300.0,9800.0,2.0,-0.05129329438755058,0.0,0.0,-0.05129329438755058,-0.05129329438755058,-0.05129329438755058,0.022939058608094306,0.01622036389581913,1.4142135622859078,0.99,0.9949999999999999,-0.004999999999999893,-0.04522613065422587,0.0,9.19023970026918,9.239996256883693,8.546946149565086,1.542423526914767e-06,3.0,0.05129329438755048,0.0,0.0,1.0,0.0,0.0,
2019-04-09,BANCO GUAYAQUIL S.A.,1.0,1.0,705.0,705.0,2.0,0.0,-0.05129329438755058,0.0,-0.05129329438755058,-0.05129329438755058,-0.05129329438755058,0.022939058608094306,0.01622036389581913,1.4142135622859078,0.9800000000000001,0.99,-0.009999999999999898,-0.04040404040500967,0.0,6.559615237493242,6.559615237493242,5.867883485336129,1.542423526914767e-06,1.0,-0.05129329438755058,-0.05129329438755058,-0.05129329438755058,0.0,0.0,0.0,0.0
2019-04-15,BANCO GUAYAQUIL S.A.,0.95,0.95,1290.0,1225.5,1.0,0.05129329438755048,0.0,-0.05129329438755058,-9.71445146547012e-17,-9.71445146547012e-17,-9.71445146547012e-17,0.036269836290834856,0.024179890860556573,1.499999999937965,0.9800000000000001,0.99,-0.009999999999999898,0.010101010099989871,49.999999993176445,7.111919863698544,7.1631723908466425,7.163172390845643,1.6073101823671277e-05,6.0,0.05129329438755048,0.0,-0.02127739844728485,1.0,0.0,0.0,0.0
2019-04-16,BANCO GUAYAQUIL S.A.,1.0,1.0,7583.0,7583.0,4.0,-0.05129329438755058,0.05129329438755048,0.0,-9.71445146547012e-17,-0.051293294387550675,-0.051293294387550675,0.04291504904330818,0.029116444270226745,1.4739110532709312,0.97,0.985,-0.015000000000000013,-0.03553299492483708,33.33333333030062,8.933796043934858,8.933796043934858,7.547897174217934,2.4437275388701945e-05,1.0,-0.040821994520255166,-0.05129329438755058,-0.10536051565782628,0.0,0.0,0.0,0.0
2019-04-18,BANCO GUAYAQUIL S.A.,0.96,0.96,80000.0,76800.0,1.0,0.05129329438755048,-0.05129329438755058,0.05129329438755048,0.051293294387550384,-1.942890293094024e-16,-1.942890293094024e-16,0.05129329438755053,0.03419552959170035,1.4999999999561349,0.97,0.985,-0.015000000000000013,0.015228426394908512,49.999999996588194,11.248972939884327,11.289794413577894,11.289794413576894,2.578994665419642e-05,2.0,-0.010471299867295366,-0.010471299867295366,-0.06453852113757105,0.0,0.0,0.0,0.0
2019-04-26,BANCO GUAYAQUIL S.A.,0.95,0.9541305637982196,1685.0,1607.71,2.0,-0.040821994520255166,0.05129329438755048,-0.05129329438755058,-0.04082199452025526,0.010471299867295218,-0.04082199452025536,0.048830092565479905,0.03655102963964255,1.3359430102396834,0.9719999999999999,0.9810000000000001,-0.00900000000000023,-0.021406727829743843,41.70268379896497,7.383187894576357,7.430114138561801,6.737559901985524,2.4353829020486833e-05,8.0,0.0,0.0,-0.0430173850836907,0.0,0.0,0.0,0.0
2019-05-07,BANCO GUAYAQUIL S.A.,0.95,0.9526673132880699,4124.0,3928.8,3.0,-0.010471299867295366,-0.040821994520255166,0.05129329438755048,-5.0306980803327406e-17,-1.474514954580286e-16,-0.051293294387550724,0.04916576426972921,0.03657107440636271,1.3443893860507108,0.9719999999999999,0.976,-0.004000000000000115,-0.026639344263292397,39.999999997816445,8.276343812983095,8.324821298768782,7.226693741084139,2.5655654690408122e-05,11.0,0.0,0.0,-0.0540672212702757,0.0,0.0,0.0,0.0
